,EXH1.DE,EXV6.DE,EXV7.DE,EXH3.DE,EXH9.DE,IOGP.L,WNRG.L,XDW0.DE,IESU.L,GDIG.L,ISAG.L,GDX.L,GJGB.L,SPGP.L,IAUP.L,EXXY.DE,XDBC.DE,CMFP.L,CMOD.L,EQNR.OL,AKRBP.OL,DNO.OL,SUBC.OL,TGS.OL,BORR.OL,SHEL.L,BP.L,TTE.PA,NESTE.HE,CNA.L,ENGI.PA,RWE.DE,EOAN.DE,FORTUM.HE,ORSTED.CO,XOM,CVX,COP,FANG,DVN,EOG,OXY,APA,EQT,AR,RRC,CNX,LNG,SLB,HAL,BKR,CNQ.TO,SU.TO,CVE.TO,TOU.TO,ARX.TO,BIR.TO,PEY.TO,WCP.TO,VET.TO,NEM,AEM,B,GFI,AU,KGC,HMY,FNV,WPM,RGLD,PAAS,SSRM,IAG,BTG,EDV.TO,K.TO,ELD.TO,EQX.TO,LUG.TO,FRES.L,HOC.L,ANTO.L,GLEN.L,RIO.L,AAL.L,BHP.L,FCX,SCCO,TECK-B.TO,FM.TO,HBM.TO,LUN.TO,IVN.TO,ERO.TO,CS.TO,NEXA,BOL.ST,ATYM.L,CAML.L,AA,CENX,KALU,CSTM,VALE,ERA.PA,OUT1V.HE,SBSW,FXPO.L,MT.AS,SSAB-B.ST,STLD,CIA.TO,LIF.TO,BTU,HCC,CNR,ARLP,NC,MPE.L,RE.L,ADM,BG,CCJ,CCO.TO,NXE,UEC,DNN,UUUU,URG,PDN.AX,U-UN.TO,BWXT,LEU,CCL,AFM.V,SIP.BR,LOTB.BR,AI.PA,HEI.DE,NHY.OL,CLF,HSY,BARN.SW,NESN.SW,FRO.OL,OET.OL,DHT,NAT,HAFNI.OL,TRMD-A.CO,TNK,SBLK,GNK,PANL,2020.OL
2012-03,38.1392,56.2626,86.5997,61.4554,30.372,38.2694,48.9498,,,,37.7891,,,28.5729,28.5529,54.1402,63.3092,32.653,,18.2984,10.8277,1.60117,26.92,21.2216,,50.5355,10.6947,32.3841,3.95841,7.33147,14.2383,42.0776,15.6154,12.6013,,71.6766,86.28,51.4961,,66.4817,56.8082,86.9781,106.654,34.2606,,78.1608,39.7619,20.746,70.3827,37.3894,31.1603,13.3105,28.7929,37.1268,20.0634,18.342,6.73506,11.0888,5.98766,34.5839,54.059,37.9155,48.1913,12.629,43.5055,12.5853,13.8303,52.8449,40.0323,79.4541,24.8778,20.836,18.3806,4.82357,26.2836,12.5429,96.6446,,4.53343,37.1345,8.52275,26.733,9.02251,79.5913,52.8745,44.0916,41.8401,25.566,39.9852,26.3768,15.11,5.11404,,,4.12901,,13.7208,7.7701,2.46865,31.4672,12.9263,45.8271,,13.2776,173.138,18.9669,,7.04449,46.009,5.55934,15.4405,,14.4877,,,,11.9174,8.74839,11.0215,16.5667,30.7496,68.4696,26.6334,26.4614,,5.6771,1.88424,18.9237,1.77591,24.2066,8.31638,22.9069,423.903,35.8918,0.795098,90.9317,838.263,69.6049,64.0789,4.35598,86.0885,63.4046,1198.09,58.2705,51.237,,5.97882,7.16684,,1084.57,42.8718,49.4929,,,
2012-04,36.6593,56.072,84.7064,61.9349,29.0437,37.5374,48.4282,,,,37.0222,,,26.5824,26.5004,53.2316,61.4373,32.0052,,17.8947,9.98512,1.42508,26.1946,22.2488,,51.4379,10.4272,30.218,3.78653,7.20945,13.1273,39.9933,14.7208,11.8024,,71.1394,85.4986,48.3825,,65.0979,56.0721,83.0647,101.757,35.2981,,89.3448,38.6423,25.2814,74.3952,38.4336,32.6738,14.0122,29.2338,37.5967,21.9696,16.606,6.37763,11.6122,6.10621,36.6636,50.0908,45.2075,44.6759,11.6579,40.3904,11.4708,12.2369,55.0448,36.8017,75.423,21.9358,19.9169,17.098,4.28233,24.263,11.5453,100.15,,4.6087,36.7447,9.3407,27.7745,9.99388,80.3456,54.2964,46.2541,42.3611,26.4295,41.971,29.0221,14.5663,5.56885,,,4.36464,,13.942,7.16676,2.09267,30.4645,13.3518,51.0918,,12.9154,162.309,14.6359,,6.82618,41.4966,5.98356,13.5306,,14.7082,,,,12.7672,8.50469,11.7001,16.4352,29.8533,64.3336,27.3069,27.3977,,4.28128,2.24691,18.8667,1.5819,21.1907,8.15227,21.818,334.911,36.241,0.85442,89.0366,820.994,66.9349,58.0128,3.86947,77.8874,69.0681,1146.58,58.5233,43.88,,4.96735,6.53332,,701.293,36.3348,54.8264,,,
2012-05,31.4684,44.293,74.9394,57.2004,25.9869,31.7187,42.7507,,,,33.5349,,,25.0049,24.8606,48.9603,51.945,29.6955,,15.9147,9.16,1.16137,20.0412,19.2843,,44.9148,8.81112,27.2502,2.94772,6.9199,11.283,34.0316,12.7108,9.97583,,65.3097,79.6826,46.8618,,55.5358,50.765,72.2678,86.4152,33.0463,,77.0776,32.8022,19.4084,63.8032,33.8011,31.0521,11.5448,24.0523,32.5437,20.8921,16.1785,5.55926,11.4816,5.0561,31.8668,49.6339,42.5561,43.4298,12.0163,42.5576,10.2268,12.4534,51.5736,30.8632,82.4339,18.7069,15.211,14.7299,3.4276,24.1568,10.3103,78.1564,,4.39373,30.2298,7.65691,22.4406,7.6145,61.9543,43.0279,37.7928,35.479,23.2875,33.5869,24.3919,10.1347,4.49061,,,3.31474,,11.5665,5.72824,1.76978,26.8895,10.2871,46.6954,,10.6648,122.381,9.24644,,4.38639,33.6262,4.49269,11.1721,,12.53,,,,11.471,7.91421,11.1115,10.6791,31.0708,59.6596,23.7144,23.7301,,3.34187,1.84389,18.1623,1.29316,16.1726,7.39117,21.888,287.404,36.1188,0.803094,75.0528,788.233,63.8034,46.237,3.42438,59.8431,69.3828,1056.17,54.2132,31.2501,,4.35153,5.77429,,647.903,29.781,43.3638,,,
2012-06,33.8914,46.9076,78.2289,61.0561,29.0376,32.8566,45.2124,,,,35.8542,,,24.9811,24.9699,50.8089,54.3657,30.4778,,16.6971,9.24356,1.03844,20.0677,21.5941,,48.7288,9.56489,28.9871,3.60074,7.22573,13.5771,37.9988,14.9849,10.4268,,71.1784,85.6359,50.2777,,54.3767,46.1344,78.8329,93.4651,38.2681,,83.2033,35.3773,20.4059,65.5739,32.0664,30.6282,10.8228,25.6228,33.0496,23.9829,18.2555,5.10116,12.9052,4.45821,34.324,51.4852,46.1796,41.8345,11.6343,40.5872,10.4731,11.8898,55.7123,32.5582,95.6876,19.0734,15.5657,16.4936,3.43263,25.6573,10.4827,86.7424,,4.44532,33.1955,8.46123,24.7554,6.71476,68.3541,46.3205,40.9223,37.7823,25.8302,35.158,24.6169,10.6315,4.7342,,,3.19037,,12.5861,6.93222,1.56054,27.5589,10.666,50.5156,,11.5788,144.627,8.76228,,4.86315,37.3492,4.86789,12.5517,,13.2312,,,,11.3085,8.78088,10.8736,12.0609,28.813,63.0007,27.321,27.2386,,3.33222,1.64963,14.5512,1.06224,16.3081,7.88294,21.7868,395.761,38.6291,0.768009,71.7585,815.17,67.3247,51.0183,3.68749,61.825,74.8576,1084.77,57.1318,30.0729,,3.9734,6.25775,,692.983,33.4154,40.4098,,,
2012-07,34.156,46.8658,79.5878,62.2812,27.1289,34.7758,46.7963,,,,36.3062,,,24.826,24.7774,54.837,56.6417,32.6585,,16.7817,9.60339,1.1975,21.4437,23.6783,,49.4081,9.65483,29.7712,3.39454,7.21772,12.7637,36.6417,14.8278,9.19772,,72.3611,89.0929,49.6391,,55.5268,50.355,80.1216,91.9147,40.3104,,84.3225,33.9586,18.9001,72.1064,37.4813,34.5746,11.0271,27.1484,31.8375,26.3696,20.3837,6.45949,14.6454,4.7247,35.6574,47.2745,50.1077,36.6719,11.7351,40.2628,10.6962,12.4413,60.373,33.4619,92.6953,16.9089,17.7412,15.5965,3.74871,27.7494,10.7547,76.357,,4.5226,33.2405,7.56952,24.4411,7.28851,66.8488,42.2258,42.4363,37.7568,26.5046,31.912,25.337,11.6706,4.89639,,,3.27494,,13.882,6.43183,2.24361,26.7206,8.9053,53.4958,,10.546,133.904,7.89109,,4.11675,39.0679,4.91759,13.8272,,13.2867,,,,12.3604,7.57713,11.9672,12.406,25.5067,66.1511,26.0565,26.0149,,2.91499,1.96762,17.4899,1.38462,15.6741,8.3693,22.3568,384.394,37.5744,0.745844,76.4214,798.181,65.9494,49.5896,3.35535,51.3726,74.6779,1077.26,58.7799,25.3468,,3.53589,5.40422,,1235.72,28.5522,29.2325,,,
2012-08,35.8061,46.9821,82.3981,63.1934,28.7193,35.2356,47.9803,,,,35.8589,,,26.1826,26.3506,54.7276,59.2792,32.4994,,17.9265,11.1698,1.32664,23.2888,23.3702,,50.0855,10.0196,31.9012,3.66508,7.43362,13.9436,38.7495,15.8593,10.0678,,72.8036,91.4118,51.4953,,54.0146,55.3338,77.8288,91.0133,38.5033,,87.3253,35.336,20.3537,73.1046,36.959,33.9571,12.1306,27.4843,33.6598,25.1162,19.1266,6.26653,14.0691,4.99051,34.5059,53.5779,55.1738,42.9522,11.1455,37.7032,11.3922,10.7598,63.7312,41.9315,107.213,19.8663,20.457,18.2391,4.37979,23.3565,11.2788,92.9043,,5.10437,35.6161,7.79555,25.2223,8.76141,62.0304,38.8708,41.6593,40.2689,26.7603,31.0022,26.5905,11.653,5.11832,,,3.53377,,13.1427,6.08474,2.12888,26.9505,9.02994,54.4775,,9.51151,138.028,8.00281,,3.65959,36.5019,4.36305,13.0359,,12.0708,,,,12.6476,8.04783,12.0731,12.6265,26.1839,63.9295,27.1025,26.6956,,3.69604,2.0292,14.4943,1.46392,17.1558,7.85606,21.8522,246.881,39.2218,0.772009,79.8162,806.873,68.8207,53.3977,3.49863,45.4107,74.7393,1119.41,58.965,20.5229,,3.05025,5.50697,,958.015,29.8692,29.0707,,,
2012-09,36.1924,49.8713,88.2828,64.2786,29.6559,35.7573,48.7946,,,,37.2147,,,29.8555,29.8266,55.3834,60.944,33.0822,,17.9872,11.4326,1.70561,23.3333,26.0445,,49.5494,10.0872,32.1493,4.17158,7.59342,13.233,41.3537,16.37,10.0386,,75.9256,94.5759,51.6186,,56.4436,56.9955,78.9559,91.3698,41.9126,,93.2312,35.0043,21.3204,72.7296,37.8393,33.532,12.3575,28.9646,36.1312,28.0602,19.7725,6.19825,16.7893,5.02408,35.7876,59.3702,58.9755,46.3582,11.7455,41.2422,13.1136,10.6237,72.2508,47.9105,121.058,24.0933,22.0141,21.9145,4.55387,26.2924,13.1097,106.815,,4.7262,43.0366,8.91694,29.2707,7.94687,66.5936,41.0827,44.4706,43.9424,28.1315,33.1488,29.4524,13.5779,5.77109,,,3.72384,,14.9992,6.80451,2.25466,27.7711,10.3318,56.7021,,10.3543,146.215,9.54911,,4.46472,35.1229,4.14774,12.0438,,12.8231,,,,12.1888,9.44356,12.2901,11.6654,26.4866,67.0453,24.1267,24.0137,,3.7662,2.15006,13.7084,1.42856,16.2902,7.66759,22.4605,309.212,41.018,0.7274,81.4949,867.536,72.5253,55.3954,3.81773,49.359,73.4438,1097.86,59.8337,25.511,,3.43757,4.71936,,908.786,27.8733,34.4061,,,
2012-10,35.717,51.1883,86.9151,64.5605,29.5812,35.4825,48.0374,,,,37.0848,,,28.9244,29.0154,53.6853,59.3551,31.9294,,17.1585,10.6201,1.55331,22.1093,27.0696,,48.9602,10.2035,32.6411,3.98224,7.47779,13.5935,42.276,15.6894,10.0919,,75.7226,89.4827,52.8532,18.691,54.3283,59.3698,72.4702,87.6092,43.0873,,87.2473,40.9727,22.0978,69.9413,36.281,31.1272,12.0813,29.5746,36.5479,29.7232,19.8453,7.53136,16.7027,5.32436,36.5836,57.8666,64.241,44.9769,11.4392,39.9987,12.836,10.4888,70.6207,48.8826,107.124,24.6985,20.9236,21.6179,4.71509,26.8345,12.7348,103.611,,4.48758,44.3919,9.04587,29.0386,7.91405,71.3747,42.8557,45.6855,43.5208,31.2057,35.6835,31.0914,12.8093,5.88906,6.70136,,3.56732,,15.7013,6.34295,2.25026,26.9661,10.2781,59.1032,,10.9448,158.503,7.58444,,4.79342,36.316,4.15789,13.5492,,12.2107,,,,13.2492,11.6303,11.5482,11.1551,26.1655,71.0526,24.012,23.9281,,3.40678,1.87662,12.2702,1.31363,14.8694,7.17797,22.7339,269.674,42.6559,0.469885,75.2299,940.786,69.0802,56.0887,3.65614,45.7692,71.3581,1129.39,60.2061,20.7681,,2.31824,3.93433,,985.204,25.6474,29.2565,,,
2012-11,35.1977,50.676,91.454,67.5032,28.3519,35.0277,47.545,,,,38.0881,,,26.5702,26.5283,53.5723,60.3841,32.2006,,17.0753,9.96891,1.57731,23.1706,25.3568,,48.2766,9.96211,32.5324,4.07931,7.53936,13.3532,38.6663,12.4653,9.84985,,74.015,86.941,52.2694,19.8496,48.454,60.231,69.3571,82.0351,43.0382,,85.8654,36.8362,23.1827,72.6692,37.6504,32.2701,11.6055,29.0799,35.0006,30.0787,20.6766,7.29132,17.2655,5.81827,39.3131,50.1632,63.9873,38.754,11.2823,36.6983,13.0133,9.91656,69.4734,44.6663,98.5882,21.5759,18.6351,16.4822,3.97083,24.7791,13.0611,101.876,,6.24044,46.1106,8.54778,29.8341,7.99181,71.3113,39.1201,45.2651,43.8742,32.1709,38.2856,28.5729,13.4298,5.8299,6.85044,,3.25725,,15.9473,7.40531,2.20561,26.5886,11.2698,59.6688,,10.4627,165.202,8.3628,,5.04087,37.9543,4.76194,13.9153,,12.5265,,,,11.8217,13.1637,11.1622,9.41757,26.3354,73.8124,22.6675,22.638,,3.27796,1.62447,10.8782,1.14583,11.522,7.4347,22.4037,195.249,44.041,0.356413,74.7246,914.746,71.6891,57.6377,3.9163,37.1096,76.7446,1205.63,62.3776,22.0651,,2.05743,4.41621,,768.598,20.8371,26.2449,,,
2012-12,35.7245,55.2787,95.4101,68.2703,29.3197,34.6787,48.0519,,,,38.7364,,,25.0343,25.0147,52.4608,60.7824,31.3105,,17.5247,10.3196,1.50552,24.1706,26.2195,,49.5334,9.90632,34.2336,4.14711,7.79712,12.2939,38.5132,12.9647,10.288,,72.8761,89.1966,53.377,21.1417,49.12,62.0214,71.3562,83.7611,42.3785,,84.5491,37.9577,25.985,70.5051,39.3761,30.6325,11.6841,29.3416,35.2004,28.4848,20.4231,6.94685,16.0177,5.86646,40.6291,49.9874,60.3196,39.3988,11.5063,37.2727,12.5825,11.4075,70.8266,43.9584,99.5888,21.2707,20.6094,16.1997,4.0963,24.4566,12.5579,90.9889,,4.82837,43.2822,8.97104,30.9843,8.20981,81.7822,43.208,49.6364,38.5683,33.644,41.7418,30.7274,14.0208,5.87181,7.31265,,3.5247,,17.0091,7.04161,2.93316,27.5164,12.74,60.6359,,12.6156,184.618,9.48104,,5.83902,42.9531,5.02738,14.9379,,14.7066,,,,12.1017,15.0237,11.406,10.1608,27.0889,73.5362,24.654,24.6303,,3.72311,1.81793,13.0891,1.23619,13.6287,7.89766,23.3649,211.758,42.5643,0.261706,77.013,935.184,74.1806,64.6299,4.11108,49.9194,75.8491,1150.57,62.487,22.0985,,2.26873,4.26251,,593.51,21.9532,23.8113,,,
2013-01,37.1164,55.2458,99.3437,71.6259,29.4849,36.6138,50.8384,,,,41.776,,,23.4918,23.5923,53.299,62.8413,31.8645,,18.6435,10.9075,1.52598,24.5836,29.9507,,50.9787,10.6073,35.8374,5.10093,7.97661,12.1979,34.9315,12.0501,10.2691,,75.5324,94.6986,53.2288,24.7175,53.8219,64.0709,81.9741,89.2979,42.5615,,90.1229,36.9497,29.2883,79.1732,46.0391,33.5476,12.1563,30.0834,34.6352,30.5439,19.4828,6.72506,15.9086,6.45598,39.7211,46.1052,52.541,35.8155,10.6732,33.1942,10.6222,8.20033,66.0684,42.3347,91.355,19.8266,16.6293,11.6176,4.34735,24.896,10.5201,78.8847,,4.55189,37.8635,7.62761,26.0444,8.96063,80.7998,41.9406,48.9967,39.9867,34.9004,41.5232,27.901,16.0578,5.82028,6.94497,,3.57377,,16.7276,7.97736,2.90297,27.9409,12.4704,61.2092,,12.1043,177.838,9.30574,,5.76731,42.8426,4.83948,16.4994,,14.3546,,,,13.3005,16.0826,11.6285,10.7872,28.1332,80.3497,26.8624,26.7423,,3.26262,1.95757,12.3254,1.29055,15.0786,8.04459,23.6872,227.069,44.6895,0.235367,86.1685,980.566,75.1402,66.9065,3.9219,48.1462,83.1963,1196.86,66.915,23.1875,,2.52817,4.27238,,486.037,21.5865,26.0461,,,
2013-02,34.6737,51.6557,96.1986,72.1377,28.0797,36.1438,49.5461,,,,40.5018,,,21.1853,21.1858,51.0886,57.7654,30.5412,,17.4624,10.9451,1.6205,24.0996,30.4546,,47.0156,9.6473,33.0421,4.81204,7.63742,11.2377,34.1032,11.571,10.4442,,75.0455,96.3047,53.3517,24.8338,50.6496,63.9217,75.8367,78.5372,44.8529,,102.206,37.5968,29.1461,78.6305,46.5968,33.3495,12.356,27.0486,33.925,32.2171,21.0457,7.01512,16.9363,5.81833,40.4031,42.8885,45.7704,33.8735,8.76867,28.4829,9.75504,7.78117,59.2332,38.111,79.5335,18.6463,13.9756,9.41411,3.41559,18.6183,9.80575,69.9537,,4.36658,33.7743,6.6694,23.7381,8.40425,76.5358,40.692,45.189,35.9151,33.407,35.4267,25.887,13.3244,5.14623,5.87423,,3.28844,,15.3077,8.41379,2.55935,26.8007,11.65,59.8134,,11.3036,160.071,7.8661,5.03562,4.91197,37.596,4.54501,16.4299,,14.4517,,,,13.0243,14.2834,11.4865,10.1937,31.3513,74.4173,26.3598,26.5784,,3.32241,1.85537,10.787,1.09309,15.1393,7.5044,23.9027,189.662,41.2316,0.262899,84.0432,1058.57,71.516,73.2371,3.63532,32.758,87.0128,1175.64,66.7503,13.5651,,2.37514,4.38482,,354.864,18.7865,21.9098,,,
2013-03,34.1501,46.8926,93.884,74.0928,27.8143,37.018,49.8871,,,,40.4966,,,21.0158,20.9727,50.8386,55.6156,30.7061,,16.7854,10.5688,1.53743,23.4823,29.9163,,46.0965,9.94801,31.7872,4.45941,7.97047,11.3231,34.2336,11.9691,10.916,,75.3178,97.4229,55.1868,29.2735,52.7173,64.9519,72.564,81.3805,48.0403,,107.622,39.2483,38.2143,75.4436,45.3833,34.4425,12.8596,26.4338,32.3052,34.5384,21.8795,7.69342,18.2274,6.42551,40.105,44.9622,46.7912,32.8467,8.26304,27.6611,10.228,8.12593,55.9052,37.8417,85.9709,18.4848,14.4034,10.0304,3.46327,17.0847,10.1754,66.9426,,4.38088,29.4703,4.70255,21.3566,7.71808,66.6482,35.8066,41.4049,37.1457,33.1259,31.836,26.1205,13.3107,4.9088,6.11905,,3.18642,,14.3745,6.77552,2.69793,26.7308,11.1032,62.9793,,10.2649,134.161,6.76277,5.01361,3.73248,31.8734,4.38831,17.161,,14.1382,,,,13.3271,13.0861,11.0665,10.4647,33.1049,73.9428,25.7435,25.6681,,3.15595,1.97964,10.7589,1.39149,12.9418,7.88145,25.0668,145.817,39.4341,0.206421,79.4368,1090.95,70.6462,75.5041,3.51015,24.3954,91.1492,1146.67,68.1996,14.6108,,2.63338,5.65018,,292.583,21.533,27.0593,,,
2013-04,34.9413,44.9198,98.0146,74.4953,30.3618,35.8286,50.0836,,,,41.6301,,,16.2369,16.3131,49.3278,54.8943,29.7705,,16.8123,9.69154,1.54252,21.538,28.2726,,48.439,10.2966,33.3327,5.07421,8.21025,13.1066,35.4281,12.3769,10.6911,,74.4591,100.143,55.566,28.6707,51.5001,61.6016,82.7333,78.2212,53.3216,,97.7371,39.2774,38.9098,75.0582,48.0838,33.7206,11.7458,27.4597,31.1683,35.3816,23.1939,7.13968,19.7945,6.95115,39.8409,34.8124,36.8533,22.0436,7.96212,22.9279,7.02371,6.51005,53.6328,29.6403,67.5388,14.9117,9.75801,7.48878,2.7531,12.4984,6.99486,55.3164,,4.41036,25.5589,4.35441,19.8808,7.01116,64.3619,33.8017,39.5221,34.5055,29.4181,30.0331,24.0883,10.9726,4.40758,4.25822,,2.89559,,14.0344,5.99872,2.53404,26.6958,11.7179,61.7509,,10.4313,131.936,6.15745,3.41991,3.91285,30.1634,4.33223,16.2701,,13.8474,,,,15.5882,14.2438,11.1852,10.2301,33.3457,72.3956,24.1953,24.0756,,2.22582,1.78066,9.3341,1.17753,9.81861,6.82735,24.0242,126.243,39.7168,0.242445,76.7518,1069.04,73.3322,75.366,3.77334,27.414,92.9432,1154.13,69.0419,12.1136,,2.37141,4.44021,,242.898,19.1352,24.2341,,,
2013-05,35.5811,45.488,100.63,71.9058,30.0767,37.0335,50.4116,,,,40.4523,,,16.3046,16.2411,48.8578,54.0933,29.3835,,16.7099,10.9344,1.60639,22.4476,28.1303,,47.7698,10.2565,33.4143,4.81481,8.25078,12.5917,34.0909,12.7711,10.9236,,76.0857,101.382,56.8675,36.8047,53.0798,65.522,85.1861,86.8014,56.6218,,99.7663,40.5652,40.0272,73.5155,46.9659,33.8415,12.0404,27.1211,31.4562,36.6196,23.2557,7.92925,20.7358,7.24252,39.6154,36.767,36.7316,23.8274,6.46705,21.3602,8.26139,5.29506,51.2789,28.7595,66.4241,13.9089,10.7229,7.35019,2.77083,10.3413,8.49324,57.0161,,3.78303,25.0986,4.3603,20.5612,7.01448,61.8065,32.3482,41.4721,35.1459,27.6061,30.419,24.9158,11.0925,4.65897,3.75689,,3.17249,,13.5284,4.25068,2.5619,26.7388,14.2056,62.0717,21.0719,8.77376,133.332,6.20918,3.20989,3.67104,32.6154,4.18665,16.576,,13.9405,,,,15.346,13.7893,11.3871,8.70609,31.7871,69.9152,26.8262,27.0862,,3.06761,1.8205,12.1844,1.54814,12.4383,7.05461,26.244,145.709,38.3096,0.18108,67.8155,1049.24,77.337,80.8366,3.82161,23.2902,93.1684,1113.33,64.711,11.94,,2.56027,4.16867,,495.63,21.4599,22.3682,,,
2013-06,33.2891,39.7617,95.3729,69.2963,28.6312,35.4648,48.553,,,,38.382,,,12.9803,12.8274,46.2435,51.5285,27.7218,,15.0028,9.41321,1.62073,17.6044,23.977,,45.3534,9.82257,32.8556,4.77069,7.78946,11.9709,31.4471,12.2724,10.7967,,75.8028,97.5056,55.9544,36.2273,48.5166,66.6714,82.9292,88.386,56.1256,,102.415,31.623,37.7681,72.2734,46.8478,34.243,11.3331,26.1125,29.9378,35.7103,21.8696,7.06155,19.9729,7.0957,38.2319,32.3782,31.5266,17.7152,5.58002,16.7982,6.55729,4.8148,43.913,23.7919,50.921,13.2278,8.62857,6.01328,2.40316,6.14858,6.57589,43.2649,,4.06475,19.1223,2.65944,17.2189,5.88462,57.8092,26.7201,36.2703,32.5886,24.4191,24.5579,20.4561,9.14086,4.26308,2.07949,,2.43287,,11.5031,3.6637,2.36859,24.5408,13.2707,60.4589,23.095,7.99296,106.289,5.75342,2.60069,2.86267,28.1126,3.54645,16.1857,,12.0219,,,,14.9598,14.0657,11.4821,8.80228,33.3639,70.9203,25.632,25.6006,,2.55976,1.68744,10.0102,1.91624,9.99988,6.80932,26.4899,113.931,39.5919,0.132658,67.9289,1072.35,73.4984,71.0712,3.32015,20.9291,93.1227,1085.63,63.6035,11.7626,,2.47139,3.75672,,454.144,20.0372,20.7234,,,
2013-07,35.1595,43.8132,99.6236,72.3822,30.3541,37.7665,51.1292,,,,37.5378,,,14.4211,14.3662,46.1908,52.9411,27.9867,,15.6461,9.99456,1.9035,19.1049,26.294,,48.4348,9.82796,35.7946,4.70973,8.47319,12.7855,29.5536,12.6488,11.3451,,78.6244,103.686,60.6011,41.495,51.4235,73.7304,82.7293,84.7836,61.1434,,104.732,36.1946,38.8548,81.9939,50.7243,35.1941,12.4217,27.9162,30.9941,34.2617,21.0874,6.78566,19.8708,7.35759,41.9836,32.4194,32.5098,19.092,6.40653,15.4647,6.72179,4.86344,51.8659,27.7725,62.8112,14.4949,10.4346,7.40464,3.30445,7.62283,6.65162,55.0296,,3.77278,22.356,2.99619,19.1432,6.01284,63.8029,29.7793,40.6031,33.749,23.0396,26.8476,22.0904,9.27908,4.40696,2.01212,,2.69208,,13.0363,3.83452,2.43827,24.9389,11.9932,63.9586,26.0306,8.33615,110.136,5.49643,2.74998,3.64454,33.0655,3.80389,16.8846,,13.1676,,,,16.2009,15.0543,11.5711,8.92957,35.8685,76.1414,25.2003,25.1146,,3.30207,1.81542,12.8652,1.67248,11.3545,6.89673,26.9292,312.598,42.7387,0.203163,68.4118,1082.93,78.7673,80.9256,3.50823,25.1179,98.9143,1144.72,65.4197,16.9923,,2.56416,4.77797,,456.596,21.7072,24.0479,,,
2013-08,35.8112,45.9004,98.2475,70.3726,29.8698,38.1923,50.6121,,,,36.8502,,,15.7292,15.691,48.2399,54.7726,29.0444,,15.9543,9.06919,1.92241,20.7946,24.2966,,45.9262,9.8073,37.2547,5.98578,8.50006,13.2394,27.0589,11.8294,11.4563,,73.5144,99.8878,61.8721,43.6813,53.3037,79.493,81.8505,90.4116,60.5408,,99.1575,36.5307,38.0203,81.8166,53.9527,34.5645,12.2415,29.9636,30.0112,34.3765,20.1212,6.12257,18.9275,7.25285,42.2429,34.2909,34.5928,21.5735,5.465,15.6807,7.06031,4.5674,55.7607,31.9392,70.4306,13.9981,11.4547,8.59506,2.99634,8.97151,7.06329,59.7445,,3.68219,28.7747,4.55941,18.862,6.72284,63.9411,31.789,41.2482,36.0208,24.3839,28.882,22.926,9.05627,4.60912,2.65453,,2.97957,,13.5209,4.31215,2.89504,24.2175,11.1507,67.6706,25.2712,8.74486,116.119,5.34868,3.64752,3.64112,32.3119,4.01831,16.5392,,12.1782,,,,16.1684,13.6878,11.2431,8.69994,34.7683,76.1192,23.5845,23.5597,0.656765,3.35521,1.65619,14.2775,1.47058,6.23158,6.58214,27.3656,258.25,41.8934,0.176253,70.8294,1091.39,78.2181,73.3364,3.34599,27.002,96.2447,1114.9,63.5974,16.1552,,2.24119,3.87115,,583.808,19.2977,30.9032,,,
2013-09,36.6159,48.7773,103.756,73.6321,32.242,39.788,51.8733,,,,38.7184,,,14.2155,14.2181,46.594,54.35,28.2811,,16.4832,9.27695,1.96736,21.0691,24.25,,46.7302,9.91157,39.4075,7.17701,8.47978,15.2812,33.3454,13.2358,12.9186,,72.4855,100.658,64.7923,46.2328,54.0693,85.5839,87.3181,89.7374,62.5868,,100.295,39.3158,46.3203,89.2131,54.0584,36.4626,12.6381,31.7425,31.456,36.0941,21.4837,6.19019,20.5178,8.10685,43.3114,30.5348,30.4362,20.952,4.84389,15.5571,6.47512,4.25963,55.6594,29.9892,58.9897,12.071,8.34693,6.77394,2.79034,7.59686,6.44276,47.2676,,3.83513,22.3725,3.29075,18.8019,7.72229,69.0895,33.9829,41.6294,39.384,24.1253,30.7818,25.672,11.2792,4.91247,3.07014,,3.4297,,13.8199,5.00787,3.1342,25.5088,11.4515,69.6749,27.6662,9.46209,126.161,5.94431,4.596,4.04205,34.4526,3.7445,18.2203,,13.0377,,,,15.9029,13.6325,10.5248,8.81636,36.3356,76.1612,22.4747,22.4107,0.456349,3.20871,1.54018,11.4087,1.65427,5.63241,6.81791,29.7417,164.862,37.8446,0.134981,68.5383,1131.33,82.4871,81.0994,3.44378,26.4925,96.7079,1186.55,67.6138,16.8693,,2.41546,4.1432,,511.276,20.12,38.2724,,,
