,EXH1.DE,EXV6.DE,EXV7.DE,EXH3.DE,EXH9.DE,IOGP.L,WNRG.L,XDW0.DE,IESU.L,GDIG.L,ISAG.L,GDX.L,GJGB.L,SPGP.L,IAUP.L,EXXY.DE,XDBC.DE,CMFP.L,CMOD.L,EQNR.OL,AKRBP.OL,DNO.OL,SUBC.OL,TGS.OL,BORR.OL,SHEL.L,BP.L,TTE.PA,NESTE.HE,CNA.L,ENGI.PA,RWE.DE,EOAN.DE,FORTUM.HE,ORSTED.CO,XOM,CVX,COP,FANG,DVN,EOG,OXY,APA,EQT,AR,RRC,CNX,LNG,SLB,HAL,BKR,CNQ.TO,SU.TO,CVE.TO,TOU.TO,ARX.TO,BIR.TO,PEY.TO,WCP.TO,VET.TO,NEM,AEM,B,GFI,AU,KGC,HMY,FNV,WPM,RGLD,PAAS,SSRM,IAG,BTG,EDV.TO,K.TO,ELD.TO,EQX.TO,LUG.TO,FRES.L,HOC.L,ANTO.L,GLEN.L,RIO.L,AAL.L,BHP.L,FCX,SCCO,TECK-B.TO,FM.TO,HBM.TO,LUN.TO,IVN.TO,ERO.TO,CS.TO,NEXA,BOL.ST,ATYM.L,CAML.L,AA,CENX,KALU,CSTM,VALE,ERA.PA,OUT1V.HE,SBSW,FXPO.L,MT.AS,SSAB-B.ST,STLD,CIA.TO,LIF.TO,BTU,HCC,CNR,ARLP,NC,MPE.L,RE.L,ADM,BG,CCJ,CCO.TO,NXE,UEC,DNN,UUUU,URG,PDN.AX,U-UN.TO,BWXT,LEU,CCL,AFM.V,SIP.BR,LOTB.BR,AI.PA,HEI.DE,NHY.OL,CLF,HSY,BARN.SW,NESN.SW,FRO.OL,OET.OL,DHT,NAT,HAFNI.OL,TRMD-A.CO,TNK,SBLK,GNK,PANL,2020.OL
1985-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.23815,5.17449,4.48002,,,,8.26422,7.43013,2.91886,,20.3682,,,11.8345,9.89117,,,,,,,,,,,20.8032,20.997,,12.4646,,8.14459,,,,15.4342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.5699,,,,,,,,,,,,,,,,,,1.80741,,,4.10919,,,,,,,,,,,,,,,,,,,,3.32982,3.82068,,,,,,,,,,,,,
1985-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.24888,5.2993,4.57501,,,,8.66587,7.83526,3.21888,,21.9615,,,12.3676,10.2362,,,,,,,,,,,19.9447,19.8399,1.0693,12.0202,,9.62608,,,,15.6568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.9155,,,,,,,,,,,,,,,,,,1.81956,,,3.80575,,,,,,,,,,,,,,,,,,,,3.4582,4.03082,,,,,,,,,,,,,
1985-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.47797,5.3175,3.51668,,,,8.92985,8.29595,3.24712,,18.5129,,,11.3819,9.83641,,,,,,,,,,,20.6272,25.5631,1.21747,14.5365,,8.07569,,,,14.4207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.5994,,,,,,,,,,,,,,,,,,1.72621,,,4.08124,,,,,,,,,,,,,,,,,,,,3.09658,4.24297,,,,,,,,,,,,,
1985-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.56789,5.63409,3.63753,,,,8.88808,8.60852,3.49289,,15.0761,,,11.5126,10.0701,,,,,,,,,,,20.5308,26.755,1.21177,13.385,,7.53555,,,,13.7674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0135,,,,,,,,,,,,,,,,,,1.74274,,,3.92455,,,,,,,,,,,,,,,,,,,,3.20456,4.02202,,,,,,,,,,,,,
1985-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.85069,5.4946,3.63566,,,,9.29955,8.05134,3.73986,,16.6888,,,11.1399,10.2214,,,,,,,,,,,20.8587,24.826,1.20725,12.7001,,6.50646,,,,13.1324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.7021,,,,,,,,,,,,,,,,,,1.6913,,,4.3177,,,,,,,,,,,,,,,,,,,,3.13161,4.39521,,,,,,,,,,,,,
1985-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.82597,5.72834,3.55557,,,,10.2497,7.2054,3.76932,,18.3065,,,11.3826,9.42741,,,,,,,,,,,19.2448,23.975,1.20389,11.8414,,5.49012,,,,12.2227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.5703,,,,,,,,,,,,,,,,,,1.73955,,,4.64055,,,,,,,,,,,,,,,,,,,,3.24455,4.72011,,,,,,,,,,,,,
1985-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.69407,5.6221,3.5241,,9.43568,,10.1555,7.45515,3.76233,,18.2725,,,11.3983,9.61098,,,,,,,,,,,20.5894,29.1328,1.50207,9.79689,,6.97446,,,,11.6191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.4695,,,,,,,,,,,,,,,,,,1.85424,,,4.20898,,,,,,,,,,,,,,,,,,,,3.31949,4.47454,,,,,,,,,,,,,
1985-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7867,5.83967,3.51757,,8.76112,,9.5735,7.61644,3.69575,,18.2387,,,10.7532,9.37745,,,,,,,,,,,20.7809,31.1559,1.64922,9.33713,,9.94507,,,,8.11833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.2677,,,,,,,,,,,,,,,,,,1.91684,,,4.21074,,,,,,,,,,,,,,,,,,,,3.23253,4.3893,,,,,,,,,,,,,
1985-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.69426,5.72676,3.43696,,8.1908,,9.54624,7.733,3.30904,,16.5347,,,10.1109,8.29435,,,,,,,,,,,19.2922,27.1859,1.79416,8.93378,,8.92577,,,,8.67411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0273,,,,,,,,,,,,,,,,,,1.85052,,,4.12409,,,,,,,,,,,,,,,,,,,,2.90122,4.51471,,,,,,,,,,,,,
1985-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.95873,6.03338,3.67143,,8.37827,,10.8046,8.4925,3.39557,,13.1791,,,9.77956,8.06128,,,,,,,,,,,20.3619,28.8916,1.48963,6.89506,,9.88102,,,,10.0826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5958,,,,,,,,,,,,,,,,,,1.97743,,,4.48968,,,,,,,,,,,,,,,,,,,,2.70989,4.92174,,,,,,,,,,,,,
1985-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.87826,5.97503,3.76901,,7.81267,,10.9266,8.55644,3.37638,,11.4999,,,10.4859,8.74649,,,,,,,,,,,21.8416,31.1274,1.48553,7.93875,,16.7515,,,,8.6184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.3823,,,,,,,,,,,,,,,,,,2.21548,,,4.8753,,,,,,,,,,,,,,,,,,,,2.88259,5.40741,,,,,,,,,,,,,
1985-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.02438,5.93915,3.47229,,6.81732,,9.55507,7.62156,3.04316,,8.19169,,,10.7682,9.00914,,,,,,,,,,,21.3846,31.8115,1.59997,6.85721,,18.6709,,,,6.8758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.5327,,,,,,,,,,,,,,,,,,2.25795,,,5.15959,,,,,,,,,,,,,,,,,,,,2.85471,5.14292,,,,,,,,,,,,,
1986-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.70385,5.67045,3.17639,,6.47492,,8.4915,7.33861,2.81946,,7.35234,,,9.81929,7.96352,,,,,,,,,,,22.9665,37.6088,1.71378,9.07648,,17.6398,,,,5.71415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0742,,,,,,,,,,,,,,,,,,2.04193,,,5.46706,,,,,,,,,,,,,,,,,,,,2.96635,5.24088,,,,,,,,,,,,,
1986-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.84663,5.82064,3.1485,,5.627,,8.20658,6.48272,2.92536,,8.19169,,,8.85056,7.59853,,,,,,,,,,,22.0085,34.6335,1.57034,9.66244,,14.7402,,,,4.87036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.4109,,,,,,,,,,,,,,,,,,2.18981,,,5.56353,,,,,,,,,,,,,,,,,,,,2.83475,5.65565,,,,,,,,,,,,,
1986-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.19504,5.80761,2.90551,,6.52253,,7.72902,6.20876,2.89936,,8.22934,,,9.50574,7.5915,,,,,,,,,,,22.5655,35.5659,1.69662,8.0786,,19.2503,,,,5.46836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.5255,,,,,,,,,,,,,,,,,,2.73862,,,5.93842,,,,,,,,,,,,,,,,,,,,2.78761,6.43919,,,,,,,,,,,,,
1986-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2863,6.13712,2.87402,,6.20781,,7.9418,6.30906,3.33942,,8.24449,,,8.99834,7.39539,,,,,,,,,,,19.8098,33.3076,2.35579,8.03074,,16.8132,,,,6.63178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.7756,,,,,,,,,,,,,,,,,,2.60464,,,5.30693,,,,,,,,,,,,,,,,,,,,2.9133,6.47636,,,,,,,,,,,,,
1986-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.65956,6.45737,3.17212,,6.62515,,9.06831,6.55752,3.61595,,8.22178,,,9.68396,7.20642,,,,,,,,,,,22.6587,30.3835,2.3493,6.75727,,17.7532,,,,6.03842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0137,,,,,,,,,,,,,,,,,,2.87238,,,5.66676,,,,,,,,,,,,,,,,,,,,2.36429,7.2317,,,,,,,,,,,,,
1986-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.72255,6.1611,2.85782,,6.15679,,8.61856,6.04333,3.49814,,9.81207,,,10.3208,7.5042,,,,,,,,,,,21.2323,32.0095,2.42515,6.3469,,16.675,,,,8.00712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.5836,,,,,,,,,,,,,,,,,,2.69771,,,5.4371,,,,,,,,,,,,,,,,,,,,2.29156,8.1384,,,,,,,,,,,,,
1986-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7108,5.79986,2.56718,,4.10453,,7.65199,5.51009,3.33156,,9.81207,,,8.63191,6.07081,,,,,,,,,,,20.6661,36.3628,2.57302,5.28908,,15.2037,,,,6.2913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.698,,,,,,,,,,,,,,,,,,2.54286,,,5.48169,,,,,,,,,,,,,,,,,,,,1.55427,7.7094,,,,,,,,,,,,,
1986-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.55478,7.20948,3.09007,,4.74395,,9.40685,6.38715,3.48198,,8.978,,,10.1896,7.40784,,,,,,,,,,,24.3019,38.3414,3.09971,6.89432,,16.6446,,,,7.13617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.1783,,,,,,,,,,,,,,,,,,2.67257,,,6.52696,,,,,,,,,,,,,,,,,,,,1.47188,8.74515,,,,,,,,,,,,,
1986-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.37109,7.13622,3.03854,,5.0444,,9.36158,6.23141,3.54408,,8.12479,,,10.1584,7.37423,,,,,,,,,,,26.8922,44.2742,3.29136,7.91414,,16.5691,,,,6.81965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.1003,,,,,,,,,,,,,,,,,,2.67265,,,5.52469,,,,,,,,,,,,,,,,,,,,1.485,6.53855,,,,,,,,,,,,,
1986-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.43631,7.23103,3.19616,,5.14706,,9.51646,6.40363,3.61869,,4.87045,,,9.58532,7.45222,,,,,,,,,,,26.8116,39.4039,3.28837,6.79504,,17.5278,,,,7.09735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7962,,,,,,,,,,,,,,,,,,2.75557,,,6.18897,,,,,,,,,,,,,,,,,,,,1.40453,7.62768,,,,,,,,,,,,,
1986-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.63398,7.77421,3.34532,,4.92813,,9.22221,6.13126,4.12079,,4.86604,,,9.98975,8.50349,,,,,,,,,,,27.1242,39.6222,3.2854,7.77637,,17.0255,,,,6.80729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.1065,,,,,,,,,,,,,,,,,,2.76553,,,6.61114,,,,,,,,,,,,,,,,,,,,1.2649,7.58735,,,,,,,,,,,,,
1986-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.71172,7.43927,3.57018,,4.17442,,9.16945,6.44079,4.253,,4.05137,,,9.61722,8.32503,,,,,,,,,,,27.6047,38.5713,3.54619,7.74691,,17.4961,,,,6.51775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.7434,,,,,,,,,,,,,,,,,,2.57965,,,5.71152,,,,,,,,,,,,,,,,,,,,1.50071,7.46677,,,,,,,,,,,,,
1987-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.87022,8.6347,3.81909,,4.89268,,10.8098,7.37806,4.59289,,9.66207,,,10.9488,10.4787,,,,,,,,,,,31.1664,43.8761,4.60141,8.65245,,22.2154,,,,11.2639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.3575,,,,,,,,,,,,,,,,,,2.69704,,,5.63695,,,,,,,,,,,,,,,,,,,,1.56975,8.62501,,,,,,,,,,,,,
1987-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.50833,8.12524,3.99567,,4.98112,,10.5235,6.99732,4.83412,,11.232,,,11.2845,10.272,,,,,,,,,,,36.5637,44.9751,5.57155,9.0018,,19.2485,,,,12.6264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0095,,,,,,,,,,,,,,,,,,2.79638,,,5.8556,,,,,,,,,,,,,,,,,,,,1.66189,8.37175,,,,,,,,,,,,,
1987-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.17821,9.17161,4.8113,,4.74789,,11.1925,8.42771,5.27548,,14.3767,,,12.1499,11.8811,,,,,,,,,,,41.894,50.0274,7.54004,11.9909,,26.3487,,,,20.1122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.6747,,,,,,,,,,,,,,,,,,2.55393,,,6.02124,,,,,,,,,,,,,,,,,,,,1.63501,8.29688,,,,,,,,,,,,,
1987-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.21768,9.42756,4.22045,,5.03745,,11.5499,7.32396,4.8349,,10.3279,,,12.2349,11.5224,17.7251,,,,,,,,,,40.0704,55.7323,7.27002,13.2454,,29.0675,,,,23.3393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0068,,,,,,,,,,,,,,,,,,2.4079,,,5.98918,,,,,,,,,,,,,,,,,,,,2.14905,7.43117,,,,,,,,,,,,,
1987-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.30856,9.55554,4.74148,,4.70591,,12.2985,7.56184,5.0831,,9.49975,,,12.6763,12.1122,21.4647,,,,,,,,,,43.7398,49.3371,8.41828,11.4471,,25.6409,,,,26.5791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.9865,,,,,,,,,,,,,,,,,,2.39999,,,6.39445,,,,,,,,,,,,,,,,,,,,2.21862,7.63236,,,,,,,,,,,,,
1987-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.87405,10.1132,5.02715,,4.3767,,12.6741,7.58516,4.89251,,9.46627,,,13.6928,12.8291,22.2446,,,,,,,,,,41.4421,44.4693,7.87503,11.965,,22.7116,,,,22.8989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.49,,,,,,,,,,,,,,,,,,2.37952,,,7.43389,,,,,,,,,,,,,,,,,,,,2.38382,8.35109,,,,,,,,,,,,,
1987-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9337,9.84247,5.4396,,4.57303,,12.6407,8.2689,4.83656,,9.44132,,,14.7761,13.7213,25.7141,,,,,,,,,,60.7385,55.1936,10.017,14.4491,,27.3708,,,,23.9392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.116,,,,,,,,,,,,,,,,,,2.37324,,,7.75475,,,,,,,,,,,,,5.14485,,,,,,,2.45423,8.25471,,,,,,,,,,,,,
1987-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.50437,9.55969,5.41107,,4.34227,,12.6997,8.40055,4.83051,,9.3918,,,14.1587,13.6496,24.6047,,,,,,,,,,80.4166,55.1493,10.191,14.0525,,24.8801,,,,26.8245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.9269,,,,,,,,,,,,,,,,,,2.83842,,,8.18679,,,,,,,,,,,,,5.95614,,,,,,,3.05169,9.74214,,,,,,,,,,,,,
1987-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.22938,8.75797,4.89349,,4.21677,,11.6662,7.46569,4.47637,,9.3428,,,13.899,13.1173,23.8705,,,,,,,,,,86.0301,52.1794,12.8975,13.4685,,23.8163,,,,31.3135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0387,,,,,,,,,,,,,,,,,,2.66873,,,8.3408,,,,,,,,,,,,,5.61784,,,,,,,2.88398,10.0982,,,,,,,,,,,,,
1987-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.06949,7.19487,3.57036,,3.38515,,9.10633,4.99338,3.62313,,9.31849,,,10.3786,9.02867,16.3154,,,,,,,,,,46.6999,30.3993,7.69591,11.0778,,15.8362,,,,13.8507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.5136,,,,,,,,,,,,,,,,,,1.90127,,,6.04311,,,,,,,,,,,,,3.58957,,,,,,,1.94919,7.56317,,,,,,,,,,,,,
1987-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.03375,5.99373,3.18777,,2.66478,,8.34023,5.07658,3.53942,,9.31042,,,8.77715,7.9252,11.2298,,,,,,,,,,49.8193,42.2792,9.68255,12.8493,,17.684,,,,10.8539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0256,,,,,,,,,,,,,,,,,,2.1141,,,5.84944,,,,,,,,,,,,,3.14908,,,,,,,2.1933,7.12091,,,,,,,,,,,,,
1987-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.29692,6.50688,4.25036,,1.74236,,8.21387,5.29874,3.64014,,9.31042,,,8.60694,8.34676,13.1618,,,,,,,,,,46.0624,33.7748,9.34479,13.6222,,22.3376,,,,7.32639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.2772,,,,,,,,,,,,,,,,,,2.26937,,,6.67386,,,,,,,,,,,,,4.19877,,,,,,,2.25003,7.26926,,,,,,,,,,,,,
1988-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.01773,7.34989,4.36492,,2.04451,,8.78075,5.90158,3.67375,,9.28627,,,9.74168,9.62854,15.1751,,,,,,,,,,42.5217,24.9624,8.30989,11.056,,21.3514,,,,7.984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.6118,,,,,,,,,,,,,,,,,,2.31114,,,6.18668,,,,,,,,,,,,,4.66775,,,,,,,2.22534,7.65732,,,,,,,,,,,,,
1988-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2162,7.329,4.58277,,1.73334,,8.79995,5.88632,3.88648,,9.26226,,,10.3866,10.7373,16.2152,,,,,,,,,,44.887,26.3482,9.07244,11.6917,,17.5925,,,,6.34369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3231,,,,,,,,,,,,,,,,,,2.63846,,,6.49134,,,,,,,,,,,,,4.51778,,,,,,,2.37006,7.86891,,,,,,,,,,,,,
1988-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.06098,7.66861,5.20954,,2.03047,,8.97383,5.64804,3.94173,,9.22251,,,10.2822,11.4068,17.23,,,,,,,,,,44.8568,28.8828,9.47961,12.303,,19.8218,,,,7.526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.7556,,,,,,,,,,,,,,,,,,2.76978,,,6.22986,,,,,,,,,,,,,4.71676,,,,,,,2.88431,7.31773,,,,,,,,,,,,,
1988-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.56864,7.89593,5.4553,,1.91907,,9.18293,5.7947,3.90722,,9.17525,,,11.1595,11.2646,16.7821,,,,,,,,,,45.5972,28.9742,9.20912,11.0554,,18.3444,,,,7.22003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.8238,,,,,,,,,,,,,,,,,,3.27596,,,6.97268,,,,,,,,,,,,,4.38844,,,,,,,3.05586,7.05962,,,,,,,,,,,,,
1988-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.67135,8.16473,5.24663,,1.71122,,9.02457,5.42497,3.46855,,9.14402,,,11.1759,10.893,16.8508,,,,,,,,,,49.3489,26.4892,9.14465,11.2801,,19.1961,,,,9.06093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.8558,,,,,,,,,,,,,,,,,,3.01948,,,6.68613,,,,,,,,,,,,,4.27925,,,,,,,2.85976,6.86327,,,,,,,,,,,,,
1988-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.70656,7.49045,4.77011,,1.60373,,9.15709,5.27782,3.99844,,9.10527,,,9.97479,9.84172,15.402,,,,,,,,,,52.8454,28.5156,8.99553,10.7193,,18.6596,,,,7.16496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0406,,,,,,,,,,,,,,,,,,3.03027,,,6.23448,,,,,,,,,,,,,4.56548,,,,,,,3.32841,7.23836,,,,,,,,,,,,,
1988-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.05196,7.97255,5.37319,,1.49715,,8.98942,5.8687,3.76751,,9.06685,,,10.2292,9.67509,15.4617,,,,,,,,,,53.2642,26.2656,8.29812,10.1336,,17.6745,,,,6.34198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.7705,,,,,,,,,,,,,,,,,,2.98226,,,6.28481,,,,,,,,,,,,,4.37303,,,,,,,3.36961,7.20782,,,,,,,,,,,,,
1988-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.95249,7.38428,5.23677,,2.38538,,9.08014,5.14624,3.78987,,9.02876,,,9.79481,8.92732,13.8855,,,,,,,,,,47.162,23.5633,7.60658,9.41827,,14.4412,,,,6.57847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.8707,,,,,,,,,,,,,,,,,,2.6554,,,6.00699,,,,,,,,,,,,,5.08478,,,,,,,3.52047,6.97361,,,,,,,,,,,,,
1988-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.55803,7.19074,5.72952,,2.32009,,8.92935,4.64404,3.85012,,8.96846,,,9.98836,8.40975,13.0473,,,,,,,,,,45.0943,20.8313,7.33835,9.08808,,8.06895,,,,6.53454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.6133,,,,,,,,,,,,,,,,,,2.78939,,,6.28941,,,,,,,,,,,,,5.094,,,,,,,3.73374,7.29162,,,,,,,,,,,,,
1988-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.52955,7.70073,6.09994,,3.14876,,9.20353,5.06524,3.65255,,8.93862,,,9.99199,8.54773,12.9938,,,,,,,,,,44.309,20.2954,7.42228,9.32425,,11.6164,,,,7.16408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.9714,,,,,,,,,,,,,,,,,,2.93133,,,6.83895,,,,,,,,,,,,,4.68981,,,,,,,4.02991,7.95775,,,,,,,,,,,,,
1988-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.33958,7.61526,6.05702,,3.04782,,9.02236,4.88652,3.85836,,8.93119,,,9.83632,8.91699,12.8582,,,,,,,,,,45.2595,20.2785,7.53514,9.71578,,8.92824,,,,5.7265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.7732,,,,,,,,,,,,,,,,,,2.80295,,,6.43131,,,,,,,,,,,,,4.89282,,,,,,,3.5187,7.31276,,,,,,,,,,,,,
1988-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.47011,7.60262,5.89579,,3.72984,,9.00739,5.53823,3.88059,,8.91636,,,9.68705,9.36194,13.9585,,,,,,,,,,42.1615,18.616,7.08967,9.17997,,10.2504,,,,5.71699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0772,,,,,,,,,,,,,,,,,,2.93822,,,6.70153,,,,,,,,,,,,,5.44501,,,,,,,3.85691,7.59265,,,,,,,,,,,,,
1989-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.88307,8.32251,6.38355,,3.80903,,9.88994,5.94815,3.93261,,8.87219,,,10.6362,9.8146,14.8715,,,,,,,,,,46.8603,18.0607,8.18543,9.27083,,11.9735,,,,5.68867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.5096,,,,,,,,,,,,,,,,,,3.26011,,,7.51485,,,,,,,,,,,,,6.29191,,,,,,,4.43239,7.44607,,,,,,,,,,,,,
1989-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.47093,8.10039,6.47083,,5.44688,,9.58546,6.01081,3.78123,,8.83571,,,10.4979,9.48289,15.1837,,,,,,,,,,54.4291,19.1394,9.27801,10.4547,,14.1325,,,,5.92279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.9671,,,,,,,,,,,,,,,,,,3.30578,,,7.24511,,,,,,,,,,,,,5.77889,,,,,,,4.28855,7.39168,,,,,,,,,,,,,
1989-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.42244,8.75979,6.88529,,5.319,,9.65876,6.19784,3.87351,,8.78513,,,11.2124,10.0101,16.7055,,,,,,,,,,50.0273,18.8005,8.95829,10.5298,,16.6862,,,,5.37681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0723,,,,,,,,,,,,,,,,,,3.36759,,,7.52028,,,,,,,,,,,,,5.5717,,,,,,,3.88935,7.67521,,,,,,,,,,,,,
1989-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.22467,8.95034,7.02744,,6.05307,,9.59599,7.19828,4.11716,,8.72804,,,11.5426,10.3165,17.3345,,,,,,,,,,46.5763,15.7172,8.68816,9.92493,,13.9603,,,,5.34187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.4124,,,,,,,,,,,,,,,,,,3.52903,,,8.41516,,,,,,,,,,,,,6.05445,,,,,,,4.34265,8.16486,,,,,,,,,,,,,
1989-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.28571,9.18366,7.05374,,6.49654,,9.89512,8.88229,4.52681,,8.67869,,,11.564,10.0126,16.7345,,,,,,,,,,43.3906,13.3633,8.3543,9.60209,,13.0137,,,,5.5646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.1059,,,,,,,,,,,,,,,,,,3.70496,,,8.92334,,,,,,,,,,,,,6.22755,,,,,,,4.56484,8.23995,,,,,,,,,,,,,
